,Astrocytes,"Astrocytes, cycling",B cells,DE,DI,Ependymal cells,"Infiltrating, bordering leukocytes",Mature oligodendrocytes (MOL),"Mature oligodendrocytes (MOL), ischemic",Microglia,Myelin forming oligodendrocytes (MFOL),"Myeloid, dividing","NK, T cells",Newly formed oligodendrocytes (NFOL),Oligodendrocytes precursor cells (OPC),"Oligodendrocytes precursor cells (OPC), differentiating",Pericytes,Peripheral macrophages,VE,VI,Vascular endothelial cells,Vascular leptomeningeal cells
Hsd17b11,0.41039324,0.3769011,0.11914645,0.00024466173,0.0013581807,0.121125095,0.27706662,0.29528433,0.45913446,0.22152366,0.15702797,0.2944519,0.10833332,0.10865715,0.14351286,0.24997069,0.19374771,0.30160648,0.00775886,0.004910398,0.33102587,0.26142982
Nudt9,0.34579855,0.21429178,0.024901075,0.01743672,0.022472903,0.1053813,0.0728197,0.020842016,0.041766837,0.06798258,0.014051043,0.1009199,0.022335308,0.04712339,0.06351002,0.10938412,0.05342842,0.08172919,0.05610656,0.03877127,0.1143713,0.07980896
Sparcl1,17.597261,6.334029,0.1808706,0.9337502,1.2563494,1.3997976,0.009415017,5.390108e-05,0.0008431473,5.6420547e-05,0.00032047514,0.0038427867,0.1001868,0.07069213,0.95170915,1.710422,1.896084,0.0016113168,2.4630847,3.0680444,3.451073,0.5319626
Dmp1,0.06592112,0.027703516,0.0028518261,0.0001048896,7.0854745e-05,0.0057589873,0.0003974125,6.7656125e-05,0.00013184178,4.1508913e-05,2.9213952e-05,0.00026103194,0.0008130918,0.0006723652,0.0028665327,0.0041431836,0.037979715,4.1260522e-05,0.00070693006,0.00042988188,0.0021770354,0.0035840087
Ibsp,0.00071719196,0.5620958,0.088466056,0.002170903,0.0006423765,0.0007998682,0.001288621,3.090991e-05,0.00018052464,2.2082831e-05,2.3522793e-05,0.0008728759,0.00076017826,0.00019752597,0.0002285469,0.0009844634,0.0073930942,7.941561e-05,0.00026987595,0.00032026746,0.0005345015,0.05951103
Spp1,0.14805853,0.42601287,0.8798054,0.00054644543,0.00024174011,0.6119715,2.2591307,0.005662265,0.0035187018,3.0521264,0.01979623,10.333655,0.6814997,0.004963744,0.011673283,0.33309448,1.2390691,6.1736546,0.095596835,0.03088414,1.000134,2.454845
Pkd2,1.1859989,2.046721,0.06142357,0.9709297,0.9706588,0.5759695,0.35511094,0.6679273,1.0003928,0.41383797,0.4560528,0.6493257,0.047815867,0.73016506,0.7560375,0.8029226,0.912409,0.4832427,1.1946583,1.266969,0.8336178,1.0944232
Thoc2l,1.2016478,3.6106584,0.2615832,1.4067705,1.9814501,0.72244424,0.3439738,0.7718026,1.139936,0.33998898,0.6756397,0.5879395,0.16910028,2.9138339,1.6775277,1.2382594,0.64604276,0.46897262,3.5871844,3.7059066,0.67475,0.9745593
LOC100366030,0.14558877,0.2887847,0.09799979,0.19502261,0.26202917,0.085895635,0.17462347,0.12298771,0.24351543,0.19598122,0.07858744,0.2429984,0.08572047,0.15937252,0.12479245,0.1487853,0.081772566,0.21856564,0.34126863,0.31639466,0.103406295,0.19801348
Abcg3l1,0.007138214,0.027169555,0.1173814,0.016419752,0.02792514,0.0012140238,0.25653774,0.00485893,0.009460941,0.021099193,0.0009825743,0.27545446,0.13622102,0.0010093746,0.008052601,0.0064611197,0.0034904487,0.4707745,0.031954825,0.03592098,0.048715014,0.008990883
Gbp6,0.020599563,0.029795105,0.037153296,0.0031602078,0.0031406686,0.012645925,0.09398086,0.0002351243,0.00390261,0.013961115,0.00025042993,0.012558956,0.21581167,7.2432085e-05,0.0016760505,0.004717412,0.010782978,0.024512617,0.005517845,0.0060909507,0.16643322,0.054250594
Lrrc8b,0.13700333,0.52213544,0.0330474,0.5751239,0.6297761,0.1671164,0.035239644,2.109363,3.1925645,0.0038503562,1.2171414,0.27209878,0.04723519,1.495041,0.45214275,0.68699485,0.4111986,0.14634307,0.7643788,0.73760426,0.35442492,0.17577337
Lrrc8c,0.2450817,0.96237236,0.40290546,0.26258898,0.4719373,0.119182155,0.45983654,0.58310735,0.48440754,0.013898657,0.5774881,0.28522,0.7893262,1.2608713,0.25129297,0.82784694,0.43435442,0.1941847,0.7357286,0.72113824,1.8720175,0.26390252
Lrrc8d,0.3091471,0.6674977,0.6614695,0.7518428,0.77195066,0.48612344,1.4642446,1.901932,3.220054,1.3060144,0.99924326,2.347367,0.447947,1.9816324,1.1882619,1.0156132,0.4489708,2.6421397,1.3257259,1.2646793,0.5117526,0.7351228
Zfp326,0.42648995,0.71238494,0.119658515,0.53854203,0.626713,0.2924173,0.3235852,0.47155282,0.8044306,0.35687113,0.30824593,0.5144942,0.13608368,1.152939,0.5342524,0.5319124,0.33190215,0.5001431,0.9001843,0.95672876,0.44369873,0.47716135
Zfp644,1.1576871,2.1536481,0.60874957,1.3961201,1.7369972,0.7779432,0.8248163,1.0421281,1.5823209,0.7632593,0.70027554,1.2053266,0.64226466,1.1690216,0.9805465,1.0931765,0.802859,1.0390427,2.7557275,2.7978413,1.1466866,1.0809356
Hfm1,0.03742567,0.05492368,0.0016495765,0.2565888,0.3163254,0.053343076,0.00026853086,0.0027983026,0.011683243,1.9755866e-05,0.0023776058,0.0006543185,0.00041267983,0.079625025,0.14989115,0.0800304,0.003997297,5.9879734e-05,0.38297513,0.33346885,0.0015092798,0.0034253981
Cdc7,0.023215476,0.7224058,0.00990999,0.35201126,0.35608715,0.023746358,0.0033090452,0.06709171,0.15855628,8.847137e-05,0.025042318,0.1668358,0.0051623276,0.09386656,0.14380595,0.037918583,0.038877994,0.008533703,0.53769517,0.56353223,0.011941257,0.03830063
Tgfbr3,0.55459094,0.680102,0.046444874,2.3544753,0.95249337,0.8594164,0.011281026,0.36460146,0.2503468,0.00018154785,0.15409315,0.019224225,0.24793741,0.1079001,0.24673018,0.42830035,0.6541718,0.0037387013,1.6825154,1.5900584,1.532149,3.309018
Brdt,0.20734091,0.2530224,0.0087180985,0.6342193,0.69464546,0.14525747,0.005667561,0.30231774,0.37447304,0.00083964784,0.26497945,0.023516266,0.011344122,0.34175566,0.22547612,0.19385646,0.07472336,0.0068994886,1.0276271,0.9677243,0.0636597,0.16240288
Ephx4,0.039945427,0.06802655,0.0016494228,0.13949375,0.15033072,0.13152815,0.0002664752,0.01293214,0.020887114,1.680514e-05,0.014966626,0.00020201167,0.00041212773,0.102731496,0.08468098,0.03924351,0.0030247087,3.7055233e-05,0.2588529,0.2540414,0.0018549096,0.004963639
Btbd8,0.3158635,0.62705857,0.06383503,0.39771834,0.43723622,0.3728803,0.055923153,1.0801041,2.133471,0.079398975,0.54594773,0.25265142,0.054211255,0.6398463,0.28306305,0.24751502,0.09562427,0.088249855,0.6698299,0.67796826,0.06907103,0.09392782
Glmn,0.37883615,0.33567548,0.11200422,0.69243824,0.79135585,0.17854203,0.14489923,0.3215377,0.5752134,0.14365306,0.20843302,0.21311708,0.1909126,0.4797602,0.25024626,0.26121798,0.13643746,0.16124168,1.1359873,1.1036892,0.18949711,0.2528767
Rpap2,0.3310291,0.48140568,0.100777276,0.26500252,0.3762539,0.1262308,0.16245157,0.21537375,0.34763086,0.15756899,0.14545287,0.22250378,0.24328311,0.31364566,0.16870376,0.19700755,0.1654933,0.1940575,0.6127132,0.6387758,0.17224695,0.22974159
Evi5,1.4447665,1.8711245,0.25672844,1.0859729,1.6842875,1.160632,0.6738403,0.0012433982,0.036209777,0.5027249,0.001050477,0.61450243,0.1076413,0.59455687,0.82304657,0.9502913,0.52364004,0.73163176,3.0618584,3.3174956,0.82804066,0.76832175
Dipk1a,0.42632684,0.7872792,0.84179467,0.79127544,0.95746773,0.26992184,0.6269693,0.21004647,0.64574987,0.14378722,0.06896533,0.39635104,0.40630051,0.19891724,0.27912408,0.19437192,0.36115637,0.31536266,1.7125962,1.6985621,0.5936316,0.26225844
Mtf2,0.667991,1.8358034,0.23876704,1.1775013,1.7004082,0.40856045,0.33599666,0.5132033,0.90136015,0.32773164,0.32059437,0.7582744,0.2635969,0.5928648,0.59433234,0.5158763,0.36623335,0.4684067,2.983479,3.028646,0.48589188,0.4775346
Tmed5,0.6587155,0.8626233,0.07799689,0.046026163,0.15466362,0.13981965,0.15905122,0.23986219,0.4702684,0.10598425,0.11257627,0.2902415,0.10317636,0.23563108,0.21724689,0.24608625,0.1412361,0.18676406,0.40025246,0.37676963,0.42255223,0.26821664
Ccdc18,0.113067605,2.8931966,0.0105540445,0.031283677,0.06386237,0.08990782,0.019202106,0.03970757,0.06755557,0.02041179,0.019096866,0.6035284,0.01193931,0.038478658,0.2908952,0.075520754,0.03332903,0.031244535,0.082623094,0.0970695,0.052753508,0.06144226
Dr1,0.13337693,0.18934895,0.032485083,0.06521932,0.10958146,0.05867153,0.13321677,0.07305961,0.13351922,0.08177984,0.039224934,0.16432332,0.05531575,0.11029431,0.10248943,0.096620165,0.082644664,0.13474374,0.1870179,0.17885914,0.12592405,0.091346115
Pigg,0.16588946,0.26932973,0.042485815,0.14313295,0.18462375,0.064137645,0.07715242,0.11014591,0.1924642,0.06333063,0.069875754,0.11115693,0.03899694,0.16451226,0.11082537,0.1078995,0.059221476,0.08141394,0.2711667,0.27220225,0.089026876,0.08965432
Pcgf3,0.40616,0.63788027,0.090981185,0.3697194,0.4622229,0.18453199,0.1809386,0.34975517,0.71096796,0.17631046,0.19240478,0.31645918,0.11246387,0.5469971,0.3111474,0.40714657,0.2145955,0.2458923,0.7602673,0.778993,0.29961476,0.36766288
Gak,0.50591666,0.90436107,0.23476999,0.64954156,0.8459884,0.2651328,0.53545654,0.5134818,0.80796283,0.54075927,0.34324598,0.78799504,0.30518353,0.74246264,0.3935441,0.4728468,0.2934229,0.73081774,1.4820048,1.5126184,0.42279473,0.47576487
Tmem175,0.556716,0.8602952,0.15087198,0.7764074,1.0472175,0.31308904,0.29157642,0.58243084,1.0059754,0.2949823,0.3253026,0.37842894,0.16362531,0.58835393,0.38996047,0.43276614,0.26953432,0.38969478,1.4380525,1.5019656,0.23244712,0.42825964
Dgkq,0.15821211,0.13451359,0.029071404,0.18922219,0.29514828,0.05692103,0.05718852,0.120760426,0.17752132,0.05076066,0.069734335,0.07957522,0.016670497,0.11797611,0.10716433,0.117026746,0.06539305,0.07290687,0.53160435,0.6466579,0.06202276,0.08536402
Idua,0.07967288,0.06745471,0.0163625,0.048578694,0.06698104,0.031021405,0.05418571,0.043727666,0.06729803,0.05454403,0.031099701,0.07426733,0.018881388,0.044375706,0.034235578,0.040602215,0.027328439,0.08556665,0.11237728,0.13895848,0.033063464,0.037453108
Fgfrl1,0.43779662,0.44418558,0.007984043,0.00015428581,0.0002193213,0.09157883,0.0006714889,0.16900274,0.351782,3.0403635e-05,0.06986902,0.00020985666,0.0014627504,0.124199726,0.24973065,0.24356553,0.021724429,5.7653946e-05,0.0005446649,0.00013252132,0.016799407,0.019819574
Crlf2,0.0142921,0.03863861,0.066184625,0.011254706,0.020263799,0.011087871,0.12194909,2.873318e-05,0.00012944239,0.12106745,2.4665762e-05,0.107100174,0.08653575,0.000109940054,0.0007866594,0.002453944,0.031513155,0.102916524,0.027126575,0.020821555,0.10197089,0.043986313
LOC102554605,0.16945185,0.4611182,0.03978231,0.006733094,0.06640497,0.17946795,0.041535676,0.13615453,0.3152963,0.037200626,0.08836491,0.10413397,0.031025939,0.14915793,0.13274226,0.1354198,0.022745479,0.053593356,0.07405113,0.08613782,0.07023264,0.096080296
LOC102554605-1,0.27382594,0.23774065,0.02908606,0.22981037,0.3486628,0.08979144,0.0483986,0.28346774,0.6886245,0.029353954,0.17522247,0.08076283,0.030665318,0.52941364,0.28301632,0.18258569,0.06410701,0.066058345,0.74192375,0.7591629,0.050968647,0.100717425
LOC102554605-2,0.27027503,0.3736706,0.039728314,0.22479461,0.2981323,0.13466091,0.04541615,0.20886937,0.5049229,0.03251111,0.1342972,0.08746063,0.031054538,0.38890862,0.2538442,0.20270018,0.068158776,0.066829,0.43848103,0.42599633,0.07237733,0.104137145
Zfp958,0.10233715,0.17138356,0.024124624,0.011477907,0.027131319,0.03611301,0.03910541,0.090269394,0.16162838,0.036373302,0.05658549,0.06427958,0.03115922,0.0722571,0.05104215,0.05621329,0.028635897,0.0481596,0.036938194,0.044281296,0.04618592,0.047318056
Gtpbp6,0.06616576,0.11791683,0.021037849,0.07978034,0.108173415,0.03416134,0.040265467,0.06667137,0.11057186,0.04307009,0.04254059,0.05337731,0.018605074,0.063841656,0.042034745,0.051713146,0.0318498,0.051514182,0.17788433,0.16323471,0.04518418,0.052007496
Zfp605,0.13498735,0.1679534,0.02330818,0.11176948,0.13330725,0.048765186,0.044665396,0.12035293,0.1919487,0.036473643,0.08227073,0.057638906,0.030265851,0.1424228,0.10061738,0.087682255,0.038870897,0.04493747,0.19037633,0.18476526,0.037943255,0.060099635
Chfr,0.62186223,0.8905301,0.25863588,1.0941181,1.3942446,0.2329512,0.39375266,0.6123317,1.147403,0.36199895,0.4118687,0.4928411,0.2771742,0.8203222,0.5806172,0.64608616,0.3579224,0.48959035,2.643484,2.6786914,0.4382133,0.5289024
Golga3,0.42492598,0.64500666,0.13500686,0.41141528,0.5094137,0.21699132,0.2427437,0.28970626,0.4973764,0.22780019,0.18928474,0.2892217,0.15174918,0.35153446,0.27795526,0.3209905,0.28719625,0.3013063,0.8996259,0.898711,0.31495264,0.4969711
Ankle2,0.33926255,0.5613328,0.20283489,0.38803843,0.44251415,0.21133749,0.3937365,0.2506479,0.39773184,0.3002995,0.16882128,0.31199387,0.13361432,0.29281017,0.24795905,0.24742392,0.16478759,0.315321,0.6007041,0.5966478,0.23538947,0.2241913
Pgam5,0.12357085,0.1540377,0.020852584,0.16242205,0.21131554,0.04375412,0.060789343,0.09322725,0.15641387,0.053323302,0.060180053,0.11797148,0.030674523,0.12719539,0.08971917,0.09782228,0.055574566,0.07547478,0.34040856,0.3357105,0.07240111,0.07737465
Pxmp2,0.17634061,0.1406684,0.0036883953,0.00043752813,0.0013985343,0.036413543,0.0048476066,0.057917368,0.08406859,0.0003114447,0.036210228,0.010948322,0.0033380017,0.021405967,0.023399146,0.0468605,0.016532693,0.0006406898,0.0060837837,0.006097988,0.013972682,0.032492705
Pole,0.029876959,1.1354223,0.007911174,0.07190058,0.048150636,0.013291474,0.007240164,0.020025564,0.041676935,0.006032905,0.009311435,0.5006395,0.013941902,0.016571356,0.15830638,0.03719195,0.027100494,0.007518509,0.04200494,0.034710653,0.01743363,0.025225392
Fbrsl1,0.9026728,0.9436685,0.19247101,0.86854845,0.9664528,0.43793875,0.4889903,0.37726772,0.6504793,0.54910105,0.27503374,0.50007284,0.1867195,0.44778162,0.36487752,0.5263184,0.31886446,0.34378356,1.4687321,1.5462363,0.3643631,0.40760487
Galnt9,0.016789002,0.004494072,0.0018039283,0.66596884,1.1301746,0.021428555,0.0023847444,2.4742061e-05,7.924111e-05,0.00094280415,1.52474e-05,0.005592219,0.0026737768,0.003888925,0.030823734,0.058318563,0.0075877532,0.0069461977,1.3973199,1.7861204,0.0016042301,0.0035413334
Ep400,0.9630871,1.9680902,0.49296984,1.4773624,1.7418451,0.57645804,0.7007587,0.841085,1.3347858,0.643654,0.6049931,1.1253638,0.5150149,1.4707651,0.9858456,0.97614706,0.6273292,0.8182661,2.7036357,2.7822275,0.81408596,0.8347667
Pus1,0.04773778,0.11030861,0.0123987775,0.050480817,0.073657595,0.01809406,0.03542831,0.05060213,0.09137062,0.03866975,0.031407587,0.06759626,0.019668013,0.06984122,0.040641554,0.03421136,0.026613,0.052400943,0.13462096,0.17475152,0.02991392,0.031974234
Ulk1,0.15632278,0.22164488,0.026817158,0.16562551,0.22827497,0.08733024,0.065544665,0.07147362,0.10852251,0.063941054,0.055353943,0.06862379,0.039120205,0.12892435,0.10229316,0.13433753,0.108863086,0.08591806,0.3874429,0.40972736,0.18091685,0.12904081
Hscb,0.09151716,0.14077331,0.03139751,0.079427406,0.103249654,0.04011658,0.10053552,0.15386394,0.30726758,0.12025601,0.06888245,0.16070096,0.027639395,0.0674464,0.037163828,0.050079305,0.030775685,0.20008014,0.23046392,0.26788193,0.06782823,0.054178167
Chek2,0.086691715,0.73048216,0.06485006,0.009620234,0.032070026,0.18921556,0.13238657,0.100080244,0.22233924,0.1487659,0.04253468,0.65232265,0.030338572,0.030225208,0.12643571,0.053940702,0.07621419,0.25572515,0.10238479,0.112340584,0.073812865,0.09507787
Ttc28,2.5611176,5.7701387,0.34036914,3.0881002,3.4012115,4.127323,1.3088135,0.8423332,1.5422112,2.2336607,0.35556126,2.6745324,0.3618027,0.8976342,2.0692136,2.8342407,2.0939417,1.3578343,5.250366,4.401411,2.6377325,2.7526205
Pitpnb,0.32797655,0.53937083,0.11798689,0.41691834,0.5728469,0.16189633,0.197939,0.31913525,0.5449784,0.17014208,0.19803043,0.33521146,0.14236891,0.36690328,0.27219814,0.24109828,0.21485882,0.23499016,0.9459497,0.9867443,0.35325664,0.27745175
Mn1,0.025888523,0.034449667,0.005650738,0.0011422305,0.010569116,0.015264174,0.00035619907,0.13786381,0.29733095,6.257003e-05,0.03381461,0.0019555774,0.0028287317,0.006598678,0.010366714,0.024606628,0.021846086,0.00016856972,0.0428312,0.034296967,0.05713349,0.09917104
Tpst2,0.18729083,0.2597288,0.107825376,0.14463836,0.15915896,0.07379699,0.26305228,0.10692943,0.24552715,0.35561836,0.04382367,0.36610606,0.30840623,0.055696525,0.07185899,0.10479029,0.088995084,0.2711343,0.27790266,0.29531646,0.3302667,0.112281896
Srrd,0.057660673,0.0943834,0.020968664,0.053916458,0.06453615,0.028752634,0.040112283,0.03459288,0.062050592,0.054516498,0.017471518,0.08982348,0.022034435,0.045845833,0.034456875,0.04218653,0.015945941,0.046487257,0.10337539,0.10060481,0.030644773,0.026533013
Hps4,0.2510641,0.30077925,0.059274755,0.2927339,0.37616378,0.08395406,0.24237777,0.15343389,0.44940743,0.45508996,0.08474325,0.3107023,0.04085567,0.15609638,0.12674864,0.2001766,0.07424829,0.2129322,0.5706469,0.61097074,0.07982954,0.107863314
Asphd2,0.06322386,0.08630238,0.0013175297,0.16014066,0.20244576,0.019175094,0.00031894146,3.5248115e-05,0.000108210195,1.5359774e-05,4.0637457e-05,0.0002091999,0.0007458866,0.015764091,0.05591822,0.052838895,0.0044893725,3.7568316e-05,0.25110123,0.24912572,0.0011744482,0.0014940134
Sez6l,0.097464845,0.29994273,0.0017022288,1.9349846,2.0398753,0.06329334,0.0002705962,0.00062731834,0.012454313,1.7321356e-05,0.0035439078,0.00018285253,0.0006462301,2.4507875,1.0808277,0.12638639,0.026363919,6.1637904e-05,2.7100818,2.4221249,0.0057868343,0.014559038
Myo18b,0.00365305,0.007085475,0.003604518,0.03458042,0.016524188,0.0005197499,0.0031994516,0.00038747475,0.0046662954,0.013580243,7.484737e-05,0.048287734,0.0014444889,0.01738823,0.002992181,0.0044679698,0.0021218301,0.030487115,0.036882725,0.017777633,0.0016241018,0.002074693
Grk3,1.417092,1.2713943,0.052803215,1.1824814,1.3539014,0.14073256,0.61419445,0.00011797797,0.003750953,0.21487091,3.3973345e-05,0.36818486,0.05861415,0.009569468,0.04638146,0.17107362,0.6083832,0.34279808,0.850114,0.8553543,0.1028611,0.21668865
Crybb3,0.013115361,0.022733033,0.00366218,0.027489448,0.029504474,0.021459442,0.0014413157,0.002342071,0.010447379,0.0016175371,4.3305594e-05,0.003127436,0.004937506,0.0007855115,0.0018304102,0.006448028,0.032104503,0.0016202742,0.026846673,0.032053057,0.12072107,0.039332338
RGD1306556,0.24100347,0.4729774,0.027670631,0.49504992,0.5338557,0.37017214,0.13538738,0.034243047,0.09901033,0.117746994,0.000121863486,0.31617364,0.15153277,0.0051811957,0.028947094,0.073514506,0.2339031,0.14481002,0.4602539,0.45450336,1.2821772,0.4156659
Sgsm1,0.094130784,0.1435173,0.0014346334,1.7480924,1.550458,0.4306927,0.0003760325,5.877372e-05,0.006860758,1.870684e-05,0.00011940011,0.00027395907,0.00040806975,0.022573885,0.3071178,0.070810676,0.018520726,3.4751487e-05,2.2184231,2.1895895,0.01414224,0.009902269
Wscd2,0.1213192,0.068478696,0.0028493044,1.4546653,1.2149252,0.10957351,0.00024000416,0.11323234,0.47357452,2.7513546e-05,0.026986308,0.0018063693,0.004182748,0.018019442,0.105291635,0.1266493,0.017237904,0.00022968555,1.5481639,1.159709,0.005673689,0.05227113
Cmklr1,0.030895911,0.16440059,0.049107593,0.00042167355,0.00027427622,0.020307021,0.4335979,0.005180837,0.01021453,0.47360912,0.0010432581,0.4751756,0.0391335,0.0004829713,0.0047376193,0.01827232,0.044548925,0.46678838,0.0015890085,0.00016058111,0.059400596,0.20322053
Sart3,0.13386874,0.32974392,0.051149543,0.24924245,0.23889744,0.122764565,0.0916368,0.11187337,0.16154203,0.09215941,0.09304193,0.1913325,0.054213967,0.14196622,0.13528265,0.112523966,0.092057355,0.098016545,0.4128354,0.46304083,0.109053865,0.10836845
Tmem119,0.0012987668,0.01868889,0.033424355,3.8002323e-05,5.8887086e-05,0.0025756531,0.10667406,0.000192717,0.00035694332,0.23841839,6.156359e-05,0.17853707,0.025148762,0.00019082503,0.00013265599,0.00048670382,0.024420898,0.06626579,7.4815995e-05,8.092393e-05,0.030018352,0.14007401
Selplg,0.009089661,0.029916313,0.17283729,4.487823e-05,7.8348996e-05,0.016560882,0.6933979,0.004523953,0.009514517,1.0089376,0.0026616226,0.8750118,0.974345,0.0004408439,0.00439688,0.008770054,0.042677455,0.3353742,0.0002216992,9.701027e-05,0.053896114,0.025414964
Coro1c,0.09724796,0.46208447,0.15565492,0.60129017,0.87705475,0.042303145,0.5782008,0.73981434,1.0211468,0.6501149,0.62816894,1.411946,0.18082692,1.1439782,0.34661973,0.26392648,0.3009738,1.1181191,1.2145443,1.1282548,0.4482243,0.29175937
Ssh1,0.6157631,0.77759665,0.15579526,0.36258352,0.46394154,0.19869407,0.20778523,0.12650888,0.16066238,0.1751156,0.116035804,0.26481345,0.12671837,0.20672917,0.2169672,0.32184562,0.20699468,0.27183238,0.89118946,0.8764873,0.33428958,0.3184389
Dao,0.4737788,0.07669378,0.0040167896,0.0013833806,0.0012319923,0.01632582,0.00076189986,3.7980397e-05,0.00014728354,1.6320762e-05,3.372067e-05,0.00018656644,0.0020501125,0.0007344671,0.006223303,0.013517133,0.009364692,4.508606e-05,0.0009858027,0.0003762205,0.0038105773,0.0026727724
Svop,0.1519772,0.44935486,0.0032291985,1.1450243,1.5392729,0.041033328,0.00027765153,0.00013340995,0.002284436,1.6362661e-05,0.00013662453,0.00021132818,0.0004932486,0.018423872,0.21399015,0.12320825,0.016502356,8.750765e-05,2.224144,2.22845,0.0018930321,0.00591015
Usp30,0.12377456,0.18363062,0.030576866,0.18088865,0.22846152,0.063079245,0.07728771,0.14840999,0.15974127,0.08788355,0.19442551,0.09222995,0.022594055,0.2507078,0.08594092,0.08989761,0.059746142,0.099474475,0.36447152,0.3571442,0.062310472,0.06304739
Acacb,0.4808421,0.27271158,0.008060155,0.012054368,0.0141885225,0.16093478,0.0043992777,5.430114e-05,0.0010321486,0.0013813869,6.170058e-05,0.013289116,0.008015457,0.012883488,0.027266191,0.02918038,0.07863864,0.006407278,0.02900988,0.034905106,0.44072568,0.073925115
