,0,1,2,3
0,0.0,0.0,0.0,1.1866057663719811
1,0.0,0.0,0.0,9.492846130975849
2,0.0,0.0,2.7259599714426277,8.306240364603866
3,31.062100965168906,16.85800900854683,29.985559685868903,26.10532686018358
4,176.01857213595713,151.72208107692148,96.77157898621327,79.50258634692273
5,15.531050482584453,50.574027025640504,14.992779842934452,10.679451897347828
6,15.531050482584453,0.0,42.252379557360726,35.59817299115943
7,25.885084137640757,0.0,17.71873981437708,14.23926919646377
8,72.47823558539412,50.574027025640504,68.14899928606569,70.00974021594688
9,31.062100965168906,0.0,27.259599714426276,29.665144159299523
10,0.0,0.0,0.0,2.3732115327439622
11,0.0,0.0,8.177879914327884,9.492846130975849
12,0.0,16.85800900854683,27.259599714426276,22.54550956106764
13,0.0,0.0,1.3629799857213138,0.0
14,196.72663944606975,236.01212611965568,125.39415868636087,83.06240364603867
15,0.0,0.0,1.3629799857213138,1.1866057663719811
16,67.30121875786597,33.71601801709366,36.80045961447547,56.95707678585508
17,0.0,0.0,5.451919942885255,4.7464230654879245
18,0.0,0.0,13.629799857213138,9.492846130975849
19,0.0,0.0,4.088939957163942,1.1866057663719811
20,25.885084137640757,16.85800900854683,28.62257970014759,21.358903794695657
21,20.708067310112604,0.0,16.355759828655767,14.23926919646377
22,25.885084137640757,50.574027025640504,53.15621944313124,33.224961458415464
23,0.0,0.0,0.0,8.306240364603866
24,124.24840386067562,101.14805405128101,122.66819871491823,104.42130744073432
25,0.0,0.0,0.0,1.1866057663719811
26,41.41613462022521,16.85800900854683,27.259599714426276,16.612480729207732
27,0.0,0.0,4.088939957163942,0.0
28,56.94718510280967,67.43203603418732,42.252379557360726,35.59817299115943
29,20.708067310112604,16.85800900854683,16.355759828655767,27.291932626555564
30,0.0,0.0,4.088939957163942,2.3732115327439622
31,98.36331972303488,16.85800900854683,59.97111937173781,100.86149014161838
32,0.0,16.85800900854683,8.177879914327884,24.918721093811598
33,15.531050482584453,16.85800900854683,16.355759828655767,13.05266343009179
34,144.95647117078823,134.86407206837464,100.86051894337723,78.31598058055074
35,0.0,0.0,1.3629799857213138,0.0
36,0.0,16.85800900854683,2.7259599714426277,0.0
37,41.41613462022521,16.85800900854683,16.355759828655767,7.119634598231885
38,5.177016827528151,16.85800900854683,61.33409935745912,56.95707678585508
39,0.0,0.0,2.7259599714426277,8.306240364603866
40,20.708067310112604,67.43203603418732,25.896619728704962,37.971384523903396
41,10.354033655056302,0.0,143.11289850073794,174.43104765668122
42,20.708067310112604,0.0,17.71873981437708,15.425874962835751
43,0.0,16.85800900854683,1.3629799857213138,8.306240364603866
44,0.0,0.0,1.3629799857213138,0.0
45,0.0,0.0,1.3629799857213138,0.0
46,0.0,0.0,1.3629799857213138,3.5598172991159425
47,0.0,16.85800900854683,6.814899928606569,18.985692261951698
48,56.94718510280967,134.86407206837464,125.39415868636087,145.95250926375365
49,0.0,0.0,1.3629799857213138,0.0
50,0.0,0.0,1.3629799857213138,0.0
51,15.531050482584453,16.85800900854683,17.71873981437708,8.306240364603866
52,248.49680772135125,286.5861531452962,147.20183845790189,118.66057663719809
53,0.0,33.71601801709366,5.451919942885255,0.0
54,56.94718510280967,84.29004504273416,50.430259471688615,56.95707678585508
55,0.0,16.85800900854683,4.088939957163942,3.5598172991159425
56,0.0,0.0,1.3629799857213138,4.7464230654879245
57,0.0,0.0,0.0,2.3732115327439622
58,0.0,0.0,1.3629799857213138,2.3732115327439622
59,129.4254206882038,101.14805405128101,53.15621944313124,56.95707678585508
60,10.354033655056302,33.71601801709366,6.814899928606569,4.7464230654879245
61,41.41613462022521,0.0,24.53363974298365,37.971384523903396
62,5.177016827528151,0.0,20.444699785819708,60.51689408497103
63,0.0,16.85800900854683,31.348539671590217,23.73211532743962
64,10.354033655056302,0.0,23.170659757262335,11.86605766371981
65,0.0,0.0,0.0,1.1866057663719811
66,320.97504330674536,236.01212611965568,230.343617586902,243.25418210625608
67,0.0,0.0,0.0,1.1866057663719811
68,5.177016827528151,0.0,5.451919942885255,1.1866057663719811
69,10.354033655056302,0.0,14.992779842934452,40.34459605664735
70,0.0,0.0,6.814899928606569,16.612480729207732
71,15.531050482584453,0.0,10.90383988577051,17.799086495579715
72,5.177016827528151,0.0,35.43747962875416,26.10532686018358
73,0.0,0.0,5.451919942885255,13.05266343009179
74,0.0,0.0,2.7259599714426277,1.1866057663719811
75,0.0,0.0,1.3629799857213138,2.3732115327439622
76,0.0,0.0,34.074499643032844,26.10532686018358
