Martian Runtime - v4.0.12
Serving UI at http://osd06:45583?auth=TCOmH9_CTtaYoAurj8RyEAD-jgLRdI69ZAAgR-bxIjc

Running preflight checks (please wait)...
2024-12-04 10:32:11 [runtime] (update)          ID.Sample_1.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION.fork0 chunks running (8/12 completed)
2024-12-04 10:34:43 [runtime] (chunks_complete) ID.Sample_1.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION
2024-12-04 10:34:43 [runtime] (run:local)       ID.Sample_1.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION.fork0.join
2024-12-04 10:34:44 [runtime] (join_complete)   ID.Sample_1.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_DIFFERENTIAL_EXPRESSION
2024-12-04 10:34:44 [runtime] (ready)           ID.Sample_1.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.SUMMARIZE_ANALYSIS
2024-12-04 10:34:44 [runtime] (run:local)       ID.Sample_1.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.SUMMARIZE_ANALYSIS.fork0.split
2024-12-04 10:34:45 [runtime] (split_complete)  ID.Sample_1.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.SUMMARIZE_ANALYSIS
2024-12-04 10:34:45 [runtime] (run:local)       ID.Sample_1.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.SUMMARIZE_ANALYSIS.fork0.chnk0.main
2024-12-04 10:34:45 [runtime] (chunks_complete) ID.Sample_1.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.SUMMARIZE_ANALYSIS
2024-12-04 10:34:45 [runtime] (run:local)       ID.Sample_1.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.SUMMARIZE_ANALYSIS.fork0.join
2024-12-04 10:34:46 [runtime] (join_complete)   ID.Sample_1.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.SUMMARIZE_ANALYSIS
2024-12-04 10:34:46 [runtime] (ready)           ID.Sample_1.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SUMMARIZE_AGGREGATED_REPORTS
2024-12-04 10:34:46 [runtime] (run:local)       ID.Sample_1.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SUMMARIZE_AGGREGATED_REPORTS.fork0.split
2024-12-04 10:34:50 [runtime] (split_complete)  ID.Sample_1.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SUMMARIZE_AGGREGATED_REPORTS
2024-12-04 10:34:50 [runtime] (run:local)       ID.Sample_1.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SUMMARIZE_AGGREGATED_REPORTS.fork0.join
2024-12-04 10:35:10 [runtime] (join_complete)   ID.Sample_1.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SUMMARIZE_AGGREGATED_REPORTS
2024-12-04 10:35:10 [runtime] (ready)           ID.Sample_1.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.CLOUPE_PREPROCESS
2024-12-04 10:35:10 [runtime] (run:local)       ID.Sample_1.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.CLOUPE_PREPROCESS.fork0.split
2024-12-04 10:35:10 [runtime] (ready)           ID.Sample_1.SC_RNA_AGGREGATOR_CS.BUILD_COMBINED_WEB_SUMMARY
2024-12-04 10:35:10 [runtime] (run:local)       ID.Sample_1.SC_RNA_AGGREGATOR_CS.BUILD_COMBINED_WEB_SUMMARY.fork0.chnk0.main
2024-12-04 10:35:11 [runtime] (split_complete)  ID.Sample_1.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.CLOUPE_PREPROCESS
2024-12-04 10:35:11 [runtime] (run:local)       ID.Sample_1.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.CLOUPE_PREPROCESS.fork0.join
2024-12-04 10:35:11 [runtime] (chunks_complete) ID.Sample_1.SC_RNA_AGGREGATOR_CS.BUILD_COMBINED_WEB_SUMMARY
2024-12-04 10:36:40 [runtime] (join_complete)   ID.Sample_1.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.CLOUPE_PREPROCESS

Outputs:
- Copy of the input aggregation CSV: /home/quiquevb/Cells2Spine/Cells2Spine/Scripts/CountMatrix/Sample_1/outs/aggregation.csv
- Aggregation metrics summary HTML:  /home/quiquevb/Cells2Spine/Cells2Spine/Scripts/CountMatrix/Sample_1/outs/web_summary.html
- count:
    Aggregation metrics summary JSON:       /home/quiquevb/Cells2Spine/Cells2Spine/Scripts/CountMatrix/Sample_1/outs/count/summary.json
    Secondary analysis output CSV:          /home/quiquevb/Cells2Spine/Cells2Spine/Scripts/CountMatrix/Sample_1/outs/count/analysis
    Crispr analysis output:                 null
    Filtered feature-barcode matrices MEX:  /home/quiquevb/Cells2Spine/Cells2Spine/Scripts/CountMatrix/Sample_1/outs/count/filtered_feature_bc_matrix
    Filtered feature-barcode matrices HDF5: /home/quiquevb/Cells2Spine/Cells2Spine/Scripts/CountMatrix/Sample_1/outs/count/filtered_feature_bc_matrix.h5
    Loupe Browser file:                     /home/quiquevb/Cells2Spine/Cells2Spine/Scripts/CountMatrix/Sample_1/outs/count/cloupe.cloupe
    Beam mode:                              null
    Antigen Specificity Controls:           {}
    feature_reference:                      /home/quiquevb/Cells2Spine/Cells2Spine/Scripts/CountMatrix/Sample_1/outs/count/feature_reference.csv
    Disable antigen aggregation:            true
- vdj_t:                             null
- vdj_t_gd:                          null
- vdj_b:                             null
- V(D)J reference:                   null
- antigen_analysis:                  null

Waiting 6 seconds for UI to do final refresh.
Pipestance completed successfully!

2024-12-04 10:36:46 Shutting down.
Saving pipestance info to "Sample_1/Sample_1.mri.tgz"
Martian Runtime - v4.0.12
Serving UI at http://osd06:45243?auth=JjzVwJZ8Y8dKdollVS--CMu2MDeFhWjT2NkRW-bJsfs

Running preflight checks (please wait)...
2024-12-04 10:36:52 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.PARSE_AGGR_CSV
2024-12-04 10:36:52 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.PARSE_AGGR_CSV.fork0.chnk0.main
2024-12-04 10:36:52 [runtime] (chunks_complete) ID.Sample_3.SC_RNA_AGGREGATOR_CS.PARSE_AGGR_CSV
2024-12-04 10:36:54 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.CHECK_MOLECULE_INFO_VERSION
2024-12-04 10:36:54 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.CHECK_MOLECULE_INFO_VERSION.fork0.split
2024-12-04 10:36:56 [runtime] (split_complete)  ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.CHECK_MOLECULE_INFO_VERSION
2024-12-04 10:36:56 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.CHECK_MOLECULE_INFO_VERSION.fork0.chnk0.main
2024-12-04 10:36:56 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.CHECK_MOLECULE_INFO_VERSION.fork0.chnk1.main
2024-12-04 10:36:57 [runtime] (chunks_complete) ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.CHECK_MOLECULE_INFO_VERSION
2024-12-04 10:36:57 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.CHECK_MOLECULE_INFO_VERSION.fork0.join
2024-12-04 10:36:59 [runtime] (join_complete)   ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.CHECK_MOLECULE_INFO_VERSION
2024-12-04 10:36:59 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.VDJ_AGGR.SC_VDJ_AGGREGATOR.ANTIGEN_AGGR._ANTIGEN_ANALYZER.SUMMARIZE_ANTIBODY_ANALYSIS
2024-12-04 10:36:59 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SETUP_SAMPLES
2024-12-04 10:36:59 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SETUP_SAMPLES.fork0.chnk0.main
2024-12-04 10:36:59 [runtime] (chunks_complete) ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SETUP_SAMPLES
2024-12-04 10:36:59 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.MERGE_MOLECULES
2024-12-04 10:36:59 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.MERGE_MOLECULES.fork0.split
2024-12-04 10:37:00 [runtime] (split_complete)  ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.MERGE_MOLECULES
2024-12-04 10:37:00 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.MERGE_MOLECULES.fork0.chnk0.main
2024-12-04 10:37:00 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.MERGE_MOLECULES.fork0.chnk1.main
2024-12-04 10:37:19 [runtime] (chunks_complete) ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.MERGE_MOLECULES
2024-12-04 10:37:19 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.MERGE_MOLECULES.fork0.join
2024-12-04 10:38:47 [runtime] (join_complete)   ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.MERGE_MOLECULES
2024-12-04 10:38:47 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.CRISPR_AGGR_INPUT_PREP
2024-12-04 10:38:47 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.NORMALIZE_DEPTH
2024-12-04 10:38:47 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.NORMALIZE_DEPTH.fork0.split
2024-12-04 10:38:48 [runtime] (split_complete)  ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.NORMALIZE_DEPTH
2024-12-04 10:38:48 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.NORMALIZE_DEPTH.fork0.chnk0.main
2024-12-04 10:39:58 [runtime] (chunks_complete) ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.NORMALIZE_DEPTH
2024-12-04 10:39:58 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.NORMALIZE_DEPTH.fork0.join
2024-12-04 10:40:00 [runtime] (join_complete)   ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.NORMALIZE_DEPTH
2024-12-04 10:40:00 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.WRITE_MATRICES
2024-12-04 10:40:00 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.WRITE_MATRICES.fork0.split
2024-12-04 10:40:02 [runtime] (split_complete)  ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.WRITE_MATRICES
2024-12-04 10:40:02 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.WRITE_MATRICES.fork0.join
2024-12-04 10:41:33 [runtime] (join_complete)   ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.WRITE_MATRICES
2024-12-04 10:41:33 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.VDJ_AGGR.SC_VDJ_AGGREGATOR.ANTIGEN_AGGR._ANTIGEN_ANALYZER.CALL_ANTIBODIES
2024-12-04 10:41:33 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR._CRISPR_ANALYZER.CALL_PROTOSPACERS
2024-12-04 10:41:33 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.ANALYZER_PREFLIGHT
2024-12-04 10:41:33 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.ANALYZER_PREFLIGHT.fork0.chnk0.main
2024-12-04 10:41:33 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.CHECK_INVARIANTS
2024-12-04 10:41:33 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR._CRISPR_ANALYZER._PERTURBATIONS_BY_TARGET
2024-12-04 10:41:33 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR._CRISPR_ANALYZER._PERTURBATIONS_BY_FEATURE
2024-12-04 10:41:33 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.VDJ_AGGR.MATCH_VDJ_AGGR_OUTS
2024-12-04 10:41:33 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR._CRISPR_ANALYZER.SUMMARIZE_CRISPR_ANALYSIS
2024-12-04 10:41:33 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.VDJ_AGGR.COPY_VDJ_REFERENCE
2024-12-04 10:41:34 [runtime] (chunks_complete) ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.ANALYZER_PREFLIGHT
2024-12-04 10:41:34 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.PREPROCESS_MATRIX
2024-12-04 10:41:34 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.PREPROCESS_MATRIX.fork0.split
2024-12-04 10:41:35 [runtime] (split_complete)  ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.PREPROCESS_MATRIX
2024-12-04 10:41:35 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.PREPROCESS_MATRIX.fork0.join
2024-12-04 10:42:05 [runtime] (join_complete)   ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.PREPROCESS_MATRIX
2024-12-04 10:42:06 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_BATCH_CORRECTION_PCA.PCA_PREP
2024-12-04 10:42:06 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER._ANTIGEN_ANALYZER.CALL_ANTIBODIES
2024-12-04 10:42:06 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_MULTIGENOME_ANALYSIS
2024-12-04 10:42:06 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_MULTIGENOME_ANALYSIS.fork0.split
2024-12-04 10:42:06 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER._ANTIBODY_ANALYZER.CALL_ANTIBODIES
2024-12-04 10:42:06 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER._ANTIBODY_ANALYZER.SUMMARIZE_ANTIBODY_ANALYSIS
2024-12-04 10:42:06 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER._ANTIGEN_ANALYZER.SUMMARIZE_ANTIBODY_ANALYSIS
2024-12-04 10:42:06 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_BATCH_CORRECTION_PCA.RUN_PCA2
2024-12-04 10:42:06 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_BATCH_CORRECTION_PCA.POST_PCA
2024-12-04 10:42:06 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.CORRECT_CHEMISTRY_BATCH
2024-12-04 10:42:06 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_PCA
2024-12-04 10:42:06 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_PCA.fork0.split
2024-12-04 10:42:06 [runtime] (split_complete)  ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_PCA
2024-12-04 10:42:06 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_PCA.fork0.chnk0.main
2024-12-04 10:42:06 [runtime] (split_complete)  ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_MULTIGENOME_ANALYSIS
2024-12-04 10:42:06 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_MULTIGENOME_ANALYSIS.fork0.join
2024-12-04 10:42:07 [runtime] (join_complete)   ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_MULTIGENOME_ANALYSIS
2024-12-04 10:43:37 [runtime] (chunks_complete) ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_PCA
2024-12-04 10:43:37 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_PCA.fork0.join
2024-12-04 10:43:37 [runtime] (join_complete)   ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_PCA
2024-12-04 10:43:37 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_GRAPH_CLUSTERING
2024-12-04 10:43:37 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_GRAPH_CLUSTERING.fork0.split
2024-12-04 10:43:37 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_TSNE
2024-12-04 10:43:37 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_TSNE.fork0.split
2024-12-04 10:43:37 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_UMAP
2024-12-04 10:43:37 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_UMAP.fork0.split
2024-12-04 10:43:37 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_KMEANS
2024-12-04 10:43:37 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_KMEANS.fork0.split
2024-12-04 10:43:37 [runtime] (split_complete)  ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_GRAPH_CLUSTERING
2024-12-04 10:43:37 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_GRAPH_CLUSTERING.fork0.chnk0.main
2024-12-04 10:43:37 [runtime] (split_complete)  ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_TSNE
2024-12-04 10:43:37 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_TSNE.fork0.chnk0.main
2024-12-04 10:43:37 [runtime] (split_complete)  ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_UMAP
2024-12-04 10:43:37 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_UMAP.fork0.chnk0.main
2024-12-04 10:43:38 [runtime] (split_complete)  ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_KMEANS
2024-12-04 10:43:38 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_KMEANS.fork0.chnk0.main
2024-12-04 10:43:38 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_KMEANS.fork0.chnk1.main
2024-12-04 10:43:38 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_KMEANS.fork0.chnk2.main
2024-12-04 10:43:38 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_KMEANS.fork0.chnk3.main
2024-12-04 10:43:38 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_KMEANS.fork0.chnk4.main
2024-12-04 10:43:38 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_KMEANS.fork0.chnk5.main
2024-12-04 10:43:38 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_KMEANS.fork0.chnk6.main
2024-12-04 10:43:38 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_KMEANS.fork0.chnk7.main
2024-12-04 10:43:38 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_KMEANS.fork0.chnk8.main
2024-12-04 10:45:26 [runtime] (chunks_complete) ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_GRAPH_CLUSTERING
2024-12-04 10:45:26 [runtime] (run:local)       ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_GRAPH_CLUSTERING.fork0.join
2024-12-04 10:45:48 [runtime] (join_complete)   ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_GRAPH_CLUSTERING
2024-12-04 10:45:48 [runtime] (ready)           ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_HIERARCHICAL_CLUSTERING
2024-12-04 10:45:53 [runtime] (chunks_complete) ID.Sample_3.SC_RNA_AGGREGATOR_CS.COUNT_AGGR.SC_RNA_AGGREGATOR.SC_RNA_ANALYZER.RUN_KMEANS
